,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Lowest_Taxnomic_Rank,Label
FOTU_158,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Entyloma,polysporum,FOTU_158,Entyloma_polysporum,FOTU_158_Entyloma_polysporum
FOTU_159,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,biseptata,FOTU_159,Pyrenophora_biseptata,FOTU_159_Pyrenophora_biseptata
FOTU_160,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,unidentified,FOTU_160,Helotiales,FOTU_160_Helotiales
FOTU_161,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella,ornata,FOTU_161,Westerdykella_ornata,FOTU_161_Westerdykella_ornata
FOTU_162,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_162,unidentified,FOTU_162_unidentified
FOTU_163,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Albonectria,unidentified,FOTU_163,Albonectria,FOTU_163_Albonectria
FOTU_164,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,japonica,FOTU_164,Alternaria_japonica,FOTU_164_Alternaria_japonica
FOTU_165,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,lunata,FOTU_165,Curvularia_lunata,FOTU_165_Curvularia_lunata
FOTU_166,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Leptoxyphium,unidentified,FOTU_166,Leptoxyphium,FOTU_166_Leptoxyphium
FOTU_167,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,globosa,FOTU_167,Malassezia_globosa,FOTU_167_Malassezia_globosa
FOTU_168,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,oryzae,FOTU_168,Nigrospora_oryzae,FOTU_168_Nigrospora_oryzae
FOTU_169,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,restricta,FOTU_169,Malassezia_restricta,FOTU_169_Malassezia_restricta
FOTU_170,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,gallica,FOTU_170,Coriolopsis_gallica,FOTU_170_Coriolopsis_gallica
FOTU_171,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,unidentified,unidentified,FOTU_171,Calloriaceae,FOTU_171_Calloriaceae
FOTU_172,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,fici,FOTU_172,Torula_fici,FOTU_172_Torula_fici
FOTU_173,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,pisi,FOTU_173,Erysiphe_pisi,FOTU_173_Erysiphe_pisi
FOTU_174,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Phaeophleospora,hymenocallidicola,FOTU_174,Phaeophleospora_hymenocallidicola,FOTU_174_Phaeophleospora_hymenocallidicola
FOTU_175,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,flavescens,FOTU_175,Papiliotrema_flavescens,FOTU_175_Papiliotrema_flavescens
FOTU_176,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_176,mock1,FOTU_176_Mock_mock1
FOTU_177,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Tricellula,unidentified,FOTU_177,Tricellula,FOTU_177_Tricellula
FOTU_178,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_178,unidentified,FOTU_178_unidentified
FOTU_179,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_179,unidentified,FOTU_179_unidentified
FOTU_180,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_180,unidentified,FOTU_180_unidentified
FOTU_181,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_181,unidentified,FOTU_181_unidentified
FOTU_182,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,unidentified,unidentified,FOTU_182,Filobasidiaceae,FOTU_182_Filobasidiaceae
FOTU_183,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_183,Ascomycota,FOTU_183_Ascomycota
FOTU_184,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ophiognomonia,setacea,FOTU_184,Ophiognomonia_setacea,FOTU_184_Ophiognomonia_setacea
FOTU_185,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_185,Fungi,FOTU_185_Fungi
FOTU_186,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,nelumbonis,FOTU_186,Dissoconium_nelumbonis,FOTU_186_Dissoconium_nelumbonis
FOTU_187,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_187,Ascomycota,FOTU_187_Ascomycota
FOTU_188,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,globuliferum,FOTU_188,Stemphylium_globuliferum,FOTU_188_Stemphylium_globuliferum
FOTU_189,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_189,unidentified,FOTU_189_unidentified
FOTU_190,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,muriae,FOTU_190,Wallemia_muriae,FOTU_190_Wallemia_muriae
FOTU_191,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_191,unidentified,FOTU_191_unidentified
FOTU_192,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,rishikesha,FOTU_192,Mortierella_rishikesha,FOTU_192_Mortierella_rishikesha
FOTU_193,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Farysia,setubalensis,FOTU_193,Farysia_setubalensis,FOTU_193_Farysia_setubalensis
FOTU_194,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,FOTU_194,Vishniacozyma_victoriae,FOTU_194_Vishniacozyma_victoriae
FOTU_195,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,Pestalotiopsis,unidentified,FOTU_195,Pestalotiopsis,FOTU_195_Pestalotiopsis
FOTU_196,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidia,unidentified,FOTU_196,Exidia,FOTU_196_Exidia
FOTU_197,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidia,unidentified,FOTU_197,Exidia,FOTU_197_Exidia
FOTU_198,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_198,Fungi,FOTU_198_Fungi
FOTU_199,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dichomitus,squalens,FOTU_199,Dichomitus_squalens,FOTU_199_Dichomitus_squalens
FOTU_200,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,lunata,FOTU_200,Curvularia_lunata,FOTU_200_Curvularia_lunata
FOTU_201,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,unidentified,FOTU_201,Trichomerium,FOTU_201_Trichomerium
FOTU_202,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zasmidium,nocoxi,FOTU_202,Zasmidium_nocoxi,FOTU_202_Zasmidium_nocoxi
FOTU_203,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,neocosmosporiellum,FOTU_203,Fusarium_neocosmosporiellum,FOTU_203_Fusarium_neocosmosporiellum
FOTU_204,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_204,mock1,FOTU_204_Mock_mock1
FOTU_205,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,unidentified,FOTU_205,Alternaria,FOTU_205_Alternaria
FOTU_206,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_206,mock1,FOTU_206_Mock_mock1
FOTU_207,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,dictyoides,FOTU_207,Pyrenophora_dictyoides,FOTU_207_Pyrenophora_dictyoides
FOTU_208,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Neovaginatispora,clematidis,FOTU_208,Neovaginatispora_clematidis,FOTU_208_Neovaginatispora_clematidis
FOTU_209,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_209,Fungi,FOTU_209_Fungi
FOTU_210,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Kordyana,unidentified,FOTU_210,Kordyana,FOTU_210_Kordyana
FOTU_211,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,unidentified,FOTU_211,Filobasidium,FOTU_211_Filobasidium
FOTU_212,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,olivacea,FOTU_212,Humicola_olivacea,FOTU_212_Humicola_olivacea
FOTU_213,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,americana,FOTU_213,Curvularia_americana,FOTU_213_Curvularia_americana
FOTU_214,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_214,mock1,FOTU_214_Mock_mock1
FOTU_215,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,radicina,FOTU_215,Paraphoma_radicina,FOTU_215_Paraphoma_radicina
FOTU_216,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_216,unidentified,FOTU_216_unidentified
FOTU_217,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,poagena,FOTU_217,Neodevriesia_poagena,FOTU_217_Neodevriesia_poagena
FOTU_218,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,unidentified,FOTU_218,Saitozyma,FOTU_218_Saitozyma
FOTU_219,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_219,unidentified,FOTU_219_unidentified
FOTU_220,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,senegalensis,FOTU_220,Curvularia_senegalensis,FOTU_220_Curvularia_senegalensis
FOTU_221,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_221,unidentified,FOTU_221_unidentified
FOTU_222,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_222,mock1,FOTU_222_Mock_mock1
FOTU_223,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,mortalis,FOTU_223,Cippumomyces_mortalis,FOTU_223_Cippumomyces_mortalis
FOTU_224,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,clarus,FOTU_224,Rhizophagus_clarus,FOTU_224_Rhizophagus_clarus
FOTU_225,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,gigantospora,FOTU_225,Coniochaeta_gigantospora,FOTU_225_Coniochaeta_gigantospora
FOTU_226,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_226,mock1,FOTU_226_Mock_mock1
FOTU_227,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,zsoltii,FOTU_227,Dioszegia_zsoltii,FOTU_227_Dioszegia_zsoltii
FOTU_228,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,rosea,FOTU_228,Clonostachys_rosea,FOTU_228_Clonostachys_rosea
FOTU_229,Fungi,Ascomycota,Dothideomycetes,Minutisphaerales,Minutisphaeraceae,Minutisphaera,unidentified,FOTU_229,Minutisphaera,FOTU_229_Minutisphaera
FOTU_230,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Euseius,unidentified,FOTU_230,Euseius,FOTU_230_Euseius
FOTU_231,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,caerulescens,FOTU_231,Taphrina_caerulescens,FOTU_231_Taphrina_caerulescens
FOTU_232,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,unidentified,FOTU_232,Rigidoporus,FOTU_232_Rigidoporus
FOTU_233,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,unidentified,unidentified,FOTU_233,Mycosphaerellaceae,FOTU_233_Mycosphaerellaceae
FOTU_234,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Strelitzianaceae,Strelitziana,africana,FOTU_234,Strelitziana_africana,FOTU_234_Strelitziana_africana
FOTU_235,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_235,unidentified,FOTU_235_unidentified
FOTU_236,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,tricinctum,FOTU_236,Fusarium_tricinctum,FOTU_236_Fusarium_tricinctum
FOTU_237,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,galeopsidis,FOTU_237,Neoerysiphe_galeopsidis,FOTU_237_Neoerysiphe_galeopsidis
FOTU_238,Fungi,Basidiomycota,Exobasidiomycetes,Golubeviales,Golubeviaceae,Golubevia,pallescens,FOTU_238,Golubevia_pallescens,FOTU_238_Golubevia_pallescens
FOTU_239,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,unidentified,FOTU_239,Taphrina,FOTU_239_Taphrina
FOTU_240,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_240,Fungi,FOTU_240_Fungi
FOTU_241,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,elevata,FOTU_241,Erysiphe_elevata,FOTU_241_Erysiphe_elevata
FOTU_242,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,radians,FOTU_242,Coprinellus_radians,FOTU_242_Coprinellus_radians
FOTU_243,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_243,unidentified,FOTU_243_unidentified
FOTU_244,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,unidentified,unidentified,FOTU_244,Gnomoniaceae,FOTU_244_Gnomoniaceae
FOTU_245,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_245,Dothideomycetes,FOTU_245_Dothideomycetes
FOTU_246,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paracamarosporium,fungicola,FOTU_246,Paracamarosporium_fungicola,FOTU_246_Paracamarosporium_fungicola
FOTU_247,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,unidentified,FOTU_247,Phaeosphaeriaceae,FOTU_247_Phaeosphaeriaceae
FOTU_248,Viridiplantae,Anthophyta,Eudicotyledonae,Fagales,Juglandaceae,Carya,tomentosa,FOTU_248,Carya_tomentosa,FOTU_248_Carya_tomentosa
FOTU_249,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,FOTU_249,Pleosporales,FOTU_249_Pleosporales
FOTU_250,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_250,Ascomycota,FOTU_250_Ascomycota
FOTU_251,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,globosa,FOTU_251,Malassezia_globosa,FOTU_251_Malassezia_globosa
FOTU_252,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,unidentified,FOTU_252,Taphrina,FOTU_252_Taphrina
FOTU_253,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,brachylaenae,FOTU_253,Didymocyrtis_brachylaenae,FOTU_253_Didymocyrtis_brachylaenae
FOTU_254,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,unidentified,unidentified,FOTU_254,Gnomoniaceae,FOTU_254_Gnomoniaceae
FOTU_255,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Arxiella,unidentified,FOTU_255,Arxiella,FOTU_255_Arxiella
FOTU_256,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,changbaiensis,FOTU_256,Dioszegia_changbaiensis,FOTU_256_Dioszegia_changbaiensis
FOTU_257,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Populomyces,zwinianus,FOTU_257,Populomyces_zwinianus,FOTU_257_Populomyces_zwinianus
FOTU_258,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Kodamaea,ohmeri,FOTU_258,Kodamaea_ohmeri,FOTU_258_Kodamaea_ohmeri
FOTU_259,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,chromolaenae,FOTU_259,Leptospora_chromolaenae,FOTU_259_Leptospora_chromolaenae
FOTU_260,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,unidentified,FOTU_260,Orbiliaceae,FOTU_260_Orbiliaceae
FOTU_261,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,unidentified,FOTU_261,Fonsecazyma,FOTU_261_Fonsecazyma
FOTU_262,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,macerans,FOTU_262,Cystofilobasidium_macerans,FOTU_262_Cystofilobasidium_macerans
FOTU_263,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,celtidis,FOTU_263,Periconia_celtidis,FOTU_263_Periconia_celtidis
FOTU_264,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,FOTU_264,Auriculariales,FOTU_264_Auriculariales
FOTU_265,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,unidentified,unidentified,FOTU_265,Periconiaceae,FOTU_265_Periconiaceae
FOTU_266,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,unidentified,FOTU_266,Trichomeriaceae,FOTU_266_Trichomeriaceae
FOTU_267,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,unidentified,FOTU_267,Podospora,FOTU_267_Podospora
FOTU_268,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,plantarum,FOTU_268,Papiliotrema_plantarum,FOTU_268_Papiliotrema_plantarum
FOTU_269,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_269,Basidiomycota,FOTU_269_Basidiomycota
FOTU_270,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,pseudobyssoides,FOTU_270,Periconia_pseudobyssoides,FOTU_270_Periconia_pseudobyssoides
FOTU_271,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_271,unidentified,FOTU_271_unidentified
FOTU_272,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,FOTU_272,Sordariomycetes,FOTU_272_Sordariomycetes
FOTU_273,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_273,unidentified,FOTU_273_unidentified
FOTU_274,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_274,mock1,FOTU_274_Mock_mock1
FOTU_275,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,unidentified,FOTU_275,Alternaria,FOTU_275_Alternaria
FOTU_276,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,xanthii,FOTU_276,Podosphaera_xanthii,FOTU_276_Podosphaera_xanthii
FOTU_277,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Aporpiaceae,Elmerina,unidentified,FOTU_277,Elmerina,FOTU_277_Elmerina
FOTU_278,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,lolii,FOTU_278,Pyrenophora_lolii,FOTU_278_Pyrenophora_lolii
FOTU_279,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Arxiella,celtidis,FOTU_279,Arxiella_celtidis,FOTU_279_Arxiella_celtidis
FOTU_280,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Neomassarinaceae,Pseudohelminthosporium,unidentified,FOTU_280,Pseudohelminthosporium,FOTU_280_Pseudohelminthosporium
FOTU_281,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,epilithographicola,FOTU_281,Periconia_epilithographicola,FOTU_281_Periconia_epilithographicola
FOTU_282,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,unidentified,FOTU_282,Xylariales,FOTU_282_Xylariales
FOTU_283,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,chromolaenae,FOTU_283,Tremateia_chromolaenae,FOTU_283_Tremateia_chromolaenae
FOTU_284,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_284,unidentified,FOTU_284_unidentified
FOTU_285,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,longiusculus,FOTU_285,Sporobolomyces_longiusculus,FOTU_285_Sporobolomyces_longiusculus
FOTU_286,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Dendryphiella,unidentified,FOTU_286,Dendryphiella,FOTU_286_Dendryphiella
FOTU_287,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ambarignomonia,petiolorum,FOTU_287,Ambarignomonia_petiolorum,FOTU_287_Ambarignomonia_petiolorum
FOTU_288,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock6,FOTU_288,mock6,FOTU_288_Mock_mock6
FOTU_289,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,melibiosica,FOTU_289,Candida_melibiosica,FOTU_289_Candida_melibiosica
FOTU_290,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,unidentified,FOTU_290,Cheilymenia,FOTU_290_Cheilymenia
FOTU_291,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Pseudoidium,neolycopersici,FOTU_291,Pseudoidium_neolycopersici,FOTU_291_Pseudoidium_neolycopersici
FOTU_292,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_292,unidentified,FOTU_292_unidentified
FOTU_293,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_293,Ascomycota,FOTU_293_Ascomycota
FOTU_294,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,oryzae,FOTU_294,Pyricularia_oryzae,FOTU_294_Pyricularia_oryzae
FOTU_295,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,var._lonicerae,FOTU_295,Erysiphe_var._lonicerae,FOTU_295_Erysiphe_var._lonicerae
FOTU_296,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Australosphaerella,nootherensis,FOTU_296,Australosphaerella_nootherensis,FOTU_296_Australosphaerella_nootherensis
FOTU_297,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,laciniata,FOTU_297,Cyphellophora_laciniata,FOTU_297_Cyphellophora_laciniata
FOTU_298,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Tricladiella,pluvialis,FOTU_298,Tricladiella_pluvialis,FOTU_298_Tricladiella_pluvialis
FOTU_299,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,livistonae,FOTU_299,Cyphellophora_livistonae,FOTU_299_Cyphellophora_livistonae
FOTU_300,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_300,unidentified,FOTU_300_unidentified
FOTU_301,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,unidentified,FOTU_301,Taphrina,FOTU_301_Taphrina
FOTU_302,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,FOTU_302,Sporormiaceae,FOTU_302_Sporormiaceae
FOTU_303,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,hungarica,FOTU_303,Dioszegia_hungarica,FOTU_303_Dioszegia_hungarica
FOTU_304,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,flavidoalba,FOTU_304,Phlebiopsis_flavidoalba,FOTU_304_Phlebiopsis_flavidoalba
FOTU_305,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,unidentified,unidentified,FOTU_305,Saccharomycetales_fam_Incertae_sedis,FOTU_305_Saccharomycetales_fam_Incertae_sedis
FOTU_306,Mocki,Mockmycota,Mockomycetes,Mockoales,Mockoaecea,Mock,mock1,FOTU_306,mock1,FOTU_306_Mock_mock1
FOTU_307,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,unidentified,FOTU_307,Phaeosphaeria,FOTU_307_Phaeosphaeria
FOTU_308,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,brinkmannii,FOTU_308,Sistotrema_brinkmannii,FOTU_308_Sistotrema_brinkmannii
FOTU_309,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,FOTU_309,unidentified,FOTU_309_unidentified
FOTU_310,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,unidentified,FOTU_310,Hannaella,FOTU_310_Hannaella
FOTU_311,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,caverna,FOTU_311,Setophoma_caverna,FOTU_311_Setophoma_caverna
